ID da Pergunta;	Quantidade de Views;	Quantidade de Respostas;	Score;	Titulo da Questao;	ID da Resposta Aceita;	Tags;	Link da Questao;
774187;	187383;	6;	482;	What is the purpose of the vshost.exe file?;	774219;	c#/visual-studiodebugging/;	https://stackoverflow.com/questions/774187/what-is-the-purpose-of-the-vshost-exe-file;
9348639;	215206;	11;	481;	WCF vs ASP.NET Web API;	9352630;	c#/wcfasp.net-web-api/;	https://stackoverflow.com/questions/9348639/wcf-vs-asp-net-web-api;
251391;	159793;	16;	480;	Why is lock(this) {...} bad?;	251668;	c#/multithreadinglocking/;	https://stackoverflow.com/questions/251391/why-is-lockthis-bad;
271398;	125933;	150;	478;	What are your favorite extension methods for C#? (codeplex.com/extensionoverflow);	null;	c#/.net/open-source/extension-methods/;	https://stackoverflow.com/questions/271398/what-are-your-favorite-extension-methods-for-c-codeplex-com-extensionoverflow;
14627399;	612991;	22;	478;	Setting Authorization Header of HttpClient;	null;	c#/rest/oauth/windows-runtime/;	https://stackoverflow.com/questions/14627399/setting-authorization-header-of-httpclient;
5995317;	389169;	17;	476;	How to convert C# nullable int to int;	null;	c#/nullable/;	https://stackoverflow.com/questions/5995317/how-to-convert-c-nullable-int-to-int;
826777;	357511;	9;	474;	How to have an auto incrementing version number (Visual Studio)?;	826850;	c#/visual-studioversioning/;	https://stackoverflow.com/questions/826777/how-to-have-an-auto-incrementing-version-number-visual-studio;
829080;	322145;	36;	472;	How to build a query string for a URL in C#?;	829138;	c#/.net/url/query-string/;	https://stackoverflow.com/questions/829080/how-to-build-a-query-string-for-a-url-in-c;
181596;	228927;	54;	472;	How to convert a column number (e.g. 127) into an Excel column (e.g. AA);	182924;	c#/excel/;	https://stackoverflow.com/questions/181596/how-to-convert-a-column-number-e-g-127-into-an-excel-column-e-g-aa;
28637;	64924;	15;	472;	Is DateTime.Now the best way to measure a function&#39s performance?;	28648;	c#/.net/performance/datetime/timer/;	https://stackoverflow.com/questions/28637/is-datetime-now-the-best-way-to-measure-a-functions-performance;
364253;	662675;	17;	469;	How to Deserialize XML document;	364401;	c#/asp.net/xml/serialization/xml-deserialization/;	https://stackoverflow.com/questions/364253/how-to-deserialize-xml-document;
4764978;	792940;	16;	469;	The type or namespace name could not be found;	4765076;	c#/visual-studio-2010/reference/using-statement/using-directives/;	https://stackoverflow.com/questions/4764978/the-type-or-namespace-name-could-not-be-found;
2820357;	346331;	16;	468;	How do I exit a WPF application programmatically?;	2820377;	c#/.net/wpf/shutdown/;	https://stackoverflow.com/questions/2820357/how-do-i-exit-a-wpf-application-programmatically;
155610;	310741;	12;	468;	How do I specify the exit code of a console application in .NET?;	155619;	c#/.netexit-code/;	https://stackoverflow.com/questions/155610/how-do-i-specify-the-exit-code-of-a-console-application-in-net;
206323;	457451;	16;	467;	How To: Execute command line in C#, get STD OUT results;	206347;	c#/command-line/;	https://stackoverflow.com/questions/206323/how-to-execute-command-line-in-c-get-std-out-results;
1274852;	506975;	15;	465;	The name &#39ConfigurationManager&#39 does not exist in the current context;	1275635;	c#/.net/visual-studio/visual-studio-2008/;	https://stackoverflow.com/questions/1274852/the-name-configurationmanager-does-not-exist-in-the-current-context;
38039;	267336;	32;	465;	How can I get the DateTime for the start of the week?;	38064;	c#/datetime/;	https://stackoverflow.com/questions/38039/how-can-i-get-the-datetime-for-the-start-of-the-week;
3313616;	324566;	24;	464;	How to enable external request in IIS Express?;	3364468;	c#/asp.netiis-express/;	https://stackoverflow.com/questions/3313616/how-to-enable-external-request-in-iis-express;
537308;	71886;	5;	463;	How to verify that method was NOT called in Moq?;	537525;	c#/.netmoq/;	https://stackoverflow.com/questions/537308/how-to-verify-that-method-was-not-called-in-moq;
358196;	133884;	6;	462;	C# &quotinternal&quot access modifier when doing unit testing;	1809482;	c#/.net/unit-testing/tdd/;	https://stackoverflow.com/questions/358196/c-internal-access-modifier-when-doing-unit-testing;
914109;	254135;	12;	461;	How to use LINQ to select object with minimum or maximum property value;	914155;	c#/.netlinq/;	https://stackoverflow.com/questions/914109/how-to-use-linq-to-select-object-with-minimum-or-maximum-property-value;
2113069;	381257;	9;	459;	C# getting its own class name;	2113076;	c#/reflection/;	https://stackoverflow.com/questions/2113069/c-getting-its-own-class-name;
191013;	159283;	8;	458;	Can anonymous class implement interface?;	191040;	c#/anonymous-types/;	https://stackoverflow.com/questions/191013/can-anonymous-class-implement-interface;
1139957;	618159;	10;	457;	Convert integer to hexadecimal and back again;	1139975;	c#/hextype-conversion/;	https://stackoverflow.com/questions/1139957/convert-integer-to-hexadecimal-and-back-again;
6121271;	807979;	38;	455;	How to remove time portion of date in C# in DateTime object only?;	6121309;	c#/datetime/;	https://stackoverflow.com/questions/6121271/how-to-remove-time-portion-of-date-in-c-in-datetime-object-only;
1365407;	437383;	42;	454;	C# code to validate email address;	1374644;	c#/emailemail-validation/;	https://stackoverflow.com/questions/1365407/c-code-to-validate-email-address;
2767709;	879901;	9;	454;	Join/Where with LINQ and Lambda;	2767742;	c#/linq/join/lambda/;	https://stackoverflow.com/questions/2767709/join-where-with-linq-and-lambda;
1563191;	217071;	29;	453;	Cleanest way to write retry logic?;	1563234;	c#/.net/;	https://stackoverflow.com/questions/1563191/cleanest-way-to-write-retry-logic;
178456;	188614;	9;	452;	What is the proper way to re-throw an exception in C#?;	178464;	c#/.netexception-handling/;	https://stackoverflow.com/questions/178456/what-is-the-proper-way-to-re-throw-an-exception-in-c;
597720;	138388;	9;	452;	What are the differences between a multidimensional array and an array of arrays in C#?;	597729;	c#/multidimensional-arrayjagged-arrays/;	https://stackoverflow.com/questions/597720/what-are-the-differences-between-a-multidimensional-array-and-an-array-of-arrays;
146134;	432280;	27;	451;	How to remove illegal characters from path and filenames?;	146162;	c#/string/path/directory/;	https://stackoverflow.com/questions/146134/how-to-remove-illegal-characters-from-path-and-filenames;
1243717;	544748;	7;	451;	How to update the value stored in Dictionary in C#?;	1243724;	c#/dictionary/;	https://stackoverflow.com/questions/1243717/how-to-update-the-value-stored-in-dictionary-in-c;
6620165;	1098379;	15;	451;	How can I parse JSON with C#?;	null;	c#/json/parsing/json.net/deserialization/;	https://stackoverflow.com/questions/6620165/how-can-i-parse-json-with-c;
5142349;	384419;	14;	450;	Declare a const array;	5142378;	c#/.net/arrays/const/readonly/;	https://stackoverflow.com/questions/5142349/declare-a-const-array;
6742923;	22050;	5;	450;	If strings are immutable in .NET, then why does Substring take O(n) time?;	6750591;	c#/.net/string/substring/time-complexity/;	https://stackoverflow.com/questions/6742923/if-strings-are-immutable-in-net-then-why-does-substring-take-on-time;
259026;	183329;	25;	445;	Why Doesn&#39t C# Allow Static Methods to Implement an Interface?;	259079;	c#/ooplanguage-features/;	https://stackoverflow.com/questions/259026/why-doesnt-c-allow-static-methods-to-implement-an-interface;
1582285;	372275;	26;	444;	How to remove elements from a generic list while iterating over it?;	1582317;	c#/list/loops/generics/key-value/;	https://stackoverflow.com/questions/1582285/how-to-remove-elements-from-a-generic-list-while-iterating-over-it;
9208921;	198284;	15;	441;	Can&#39t specify the &#39async&#39 modifier on the &#39Main&#39 method of a console app;	9212343;	c#/.net/asynchronous/console-application/;	https://stackoverflow.com/questions/9208921/cant-specify-the-async-modifier-on-the-main-method-of-a-console-app;
37324;	584603;	19;	441;	What is the syntax for an inner join in LINQ to SQL?;	37332;	c#/.net/sql/linq-to-sql/join/;	https://stackoverflow.com/questions/37324/what-is-the-syntax-for-an-inner-join-in-linq-to-sql;
12567329;	624738;	5;	441;	Multidimensional Array [][] vs [,];	12567378;	c#/arraysmultidimensional-array/;	https://stackoverflow.com/questions/12567329/multidimensional-array-vs;
4135317;	486757;	40;	440;	Make first letter of a string upper case (with maximum performance);	4405876;	c#/performance/;	https://stackoverflow.com/questions/4135317/make-first-letter-of-a-string-upper-case-with-maximum-performance;
188141;	668869;	9;	440;	List&ltT&gt OrderBy Alphabetical Order;	188155;	c#/generics/list/lambda/sorting/;	https://stackoverflow.com/questions/188141/listt-orderby-alphabetical-order;
228038;	649663;	48;	439;	Best way to reverse a string;	228060;	c#/.net/performance/algorithm/unicode/;	https://stackoverflow.com/questions/228038/best-way-to-reverse-a-string;
4325267;	395681;	13;	438;	C# convert int to string with padding zeros?;	4325289;	c#/formattingnumber-formatting/;	https://stackoverflow.com/questions/4325267/c-convert-int-to-string-with-padding-zeros;
206717;	285881;	24;	437;	How do I replace multiple spaces with a single space in C#?;	206720;	c#/regexstring/;	https://stackoverflow.com/questions/206717/how-do-i-replace-multiple-spaces-with-a-single-space-in-c;
284324;	344594;	9;	435;	How can I build XML in C#?;	284331;	c#/xml/;	https://stackoverflow.com/questions/284324/how-can-i-build-xml-in-c;
3546016;	351211;	5;	434;	How to copy data to clipboard in C#;	3546026;	c#/clipboard/;	https://stackoverflow.com/questions/3546016/how-to-copy-data-to-clipboard-in-c;
13127177;	158676;	8;	434;	If my interface must return Task what is the best way to have a no-operation implementation?;	13127229;	c#/.net/task-parallel-library/async-await/threadpool/;	https://stackoverflow.com/questions/13127177/if-my-interface-must-return-task-what-is-the-best-way-to-have-a-no-operation-imp;
5344805;	901289;	4;	434;	LINQ Orderby Descending Query;	5344836;	c#/linqsql-order-by/;	https://stackoverflow.com/questions/5344805/linq-orderby-descending-query;
730250;	192138;	10;	434;	Is there a difference between &quotthrow&quot and &quotthrow ex&quot?;	730255;	c#/.net/exception/exception-handling/;	https://stackoverflow.com/questions/730250/is-there-a-difference-between-throw-and-throw-ex;
676078;	94256;	6;	433;	Which is preferred: Nullable&ltT&gt.HasValue or Nullable&ltT&gt != null?;	676089;	c#/.net/null/nullable/;	https://stackoverflow.com/questions/676078/which-is-preferred-nullablet-hasvalue-or-nullablet-null;
748062;	696171;	27;	432;	Return multiple values to a method caller;	10278769;	c#/return/;	https://stackoverflow.com/questions/748062/return-multiple-values-to-a-method-caller;
8870442;	45994;	3;	432;	How is Math.Pow() implemented in .NET Framework?;	8870593;	c#/.netpow/;	https://stackoverflow.com/questions/8870442/how-is-math-pow-implemented-in-net-framework;
3788605;	293312;	8;	431;	#if DEBUG vs. Conditional(&quotDEBUG&quot);	3788719;	c#/debugging/preprocessor/debug-symbols/;	https://stackoverflow.com/questions/3788605/if-debug-vs-conditionaldebug;
790542;	433060;	22;	431;	Replacing .NET WebBrowser control with a better browser, like Chrome?;	null;	c#/.net/winforms/webbrowser-control/;	https://stackoverflow.com/questions/790542/replacing-net-webbrowser-control-with-a-better-browser-like-chrome;
8796618;	295855;	3;	430;	How can I change property names when serializing with Json.net?;	8796648;	c#/serializationjson.net/;	https://stackoverflow.com/questions/8796618/how-can-i-change-property-names-when-serializing-with-json-net;
2690866;	236614;	8;	430;	What is the purpose of a question mark after a type (for example: int? myVariable)?;	2690890;	c#/asp.net/.net/types/;	https://stackoverflow.com/questions/2690866/what-is-the-purpose-of-a-question-mark-after-a-type-for-example-int-myvariabl;
2104099;	336952;	14;	428;	C# if/then directives for debug vs release;	2104128;	c#/debugging/release/compiler-directives/;	https://stackoverflow.com/questions/2104099/c-if-then-directives-for-debug-vs-release;
1718037;	28697;	21;	428;	Reflecting parameter name: abuse of C# lambda expressions or Syntax brilliance?;	1718088;	c#/asp.net-mvc/lambda/mvccontrib/;	https://stackoverflow.com/questions/1718037/reflecting-parameter-name-abuse-of-c-lambda-expressions-or-syntax-brilliance;
7698286;	402394;	35;	425;	Login failed for user &#39IIS APPPOOL\ASP.NET v4.0&#39;	7698316;	c#/asp.net/iis-7/web-config/;	https://stackoverflow.com/questions/7698286/login-failed-for-user-iis-apppool-asp-net-v4-0;
4535840;	358944;	8;	425;	Deserialize json object into dynamic object using Json.net;	8972079;	c#/.netjson.net/;	https://stackoverflow.com/questions/4535840/deserialize-json-object-into-dynamic-object-using-json-net;
693372;	272548;	9;	424;	What is the best data type to use for money in C#?;	693376;	c#/currency/;	https://stackoverflow.com/questions/693372/what-is-the-best-data-type-to-use-for-money-in-c;
564650;	584792;	38;	424;	Convert HTML to PDF in .NET;	null;	c#/html/pdf/itextsharp/;	https://stackoverflow.com/questions/564650/convert-html-to-pdf-in-net;
2859790;	734582;	39;	423;	The request was aborted: Could not create SSL/TLS secure channel;	2904963;	c#/asp.net/windows-8/windows-7/httpwebrequest/;	https://stackoverflow.com/questions/2859790/the-request-was-aborted-could-not-create-ssl-tls-secure-channel;
165808;	215701;	17;	423;	Simple insecure two-way data &quotobfuscation&quot?;	212707;	c#/obfuscation/;	https://stackoverflow.com/questions/165808/simple-insecure-two-way-data-obfuscation;
4942113;	560723;	9;	422;	Is there a format code shortcut for Visual Studio?;	4942145;	c#/visual-studio-2010/visual-studio/visual-studio-2012/visual-studio-2013/;	https://stackoverflow.com/questions/4942113/is-there-a-format-code-shortcut-for-visual-studio;
31464359;	227597;	11;	419;	How do you create a custom AuthorizeAttribute in ASP.NET Core?;	41348219;	c#/asp.net/authorization/asp.net-core/asp.net-core-mvc/;	https://stackoverflow.com/questions/31464359/how-do-you-create-a-custom-authorizeattribute-in-asp-net-core;
9981330;	276988;	16;	419;	Pass an array of integers to ASP.NET Web API?;	11100414;	c#/arrays/rest/asp.net-web-api/;	https://stackoverflow.com/questions/9981330/pass-an-array-of-integers-to-asp-net-web-api;
4558754;	242386;	4;	418;	Define: What is a HashSet?;	4558802;	c#/hashset/;	https://stackoverflow.com/questions/4558754/define-what-is-a-hashset;
14033193;	268735;	34;	417;	Entity Framework Provider type could not be loaded?;	15358941;	c#/entity-framework/mstest/teamcity-7.1/entity-framework-6/;	https://stackoverflow.com/questions/14033193/entity-framework-provider-type-could-not-be-loaded;
165719;	192047;	22;	416;	Practical uses for the &quotinternal&quot keyword in C#;	165728;	c#/access-modifiersinternals/;	https://stackoverflow.com/questions/165719/practical-uses-for-the-internal-keyword-in-c;
276829;	167718;	12;	415;	What can I use for good quality code coverage for C#/.NET?;	276844;	c#/.netcode-coverage/;	https://stackoverflow.com/questions/276829/what-can-i-use-for-good-quality-code-coverage-for-c-net;
242534;	198975;	9;	414;	C# naming convention for constants?;	242549;	c#/naming-conventionsconst/;	https://stackoverflow.com/questions/242534/c-naming-convention-for-constants;
1969993;	101695;	18;	413;	Is it better to return null or empty collection?;	1970001;	c#/collections/;	https://stackoverflow.com/questions/1969993/is-it-better-to-return-null-or-empty-collection;
13513932;	131569;	12;	411;	Algorithm to detect overlapping periods;	13513973;	c#/.net/algorithm/datetime/time/;	https://stackoverflow.com/questions/13513932/algorithm-to-detect-overlapping-periods;
612689;	321378;	22;	411;	A generic list of anonymous class;	612700;	c#/.net/generics/anonymous-types/;	https://stackoverflow.com/questions/612689/a-generic-list-of-anonymous-class;
879391;	314099;	6;	411;	LINQ .Any VS .Exists - What&#39s the difference?;	879533;	c#/linqcollections/;	https://stackoverflow.com/questions/879391/linq-any-vs-exists-whats-the-difference;
2309694;	370277;	12;	410;	ArrayList vs List&lt&gt in C#;	2309699;	c#/.net/list/generics/arraylist/;	https://stackoverflow.com/questions/2309694/arraylist-vs-list-in-c;
390491;	205621;	5;	408;	How to add item to the beginning of List&ltT&gt?;	390503;	c#/drop-down-menugeneric-list/;	https://stackoverflow.com/questions/390491/how-to-add-item-to-the-beginning-of-listt;
41479;	132052;	86;	406;	Use of var keyword in C#;	41505;	c#/type-inferencevar/;	https://stackoverflow.com/questions/41479/use-of-var-keyword-in-c;
347614;	450154;	10;	405;	WPF image resources;	606986;	c#/.net/wpf/embedded-resource/;	https://stackoverflow.com/questions/347614/wpf-image-resources;
11370344;	463964;	26;	404;	Could not load file or assembly ... An attempt was made to load a program with an incorrect format (System.BadImageFormatException);	11371644;	c#/exception/console-application/badimageformatexception/;	https://stackoverflow.com/questions/11370344/could-not-load-file-or-assembly-an-attempt-was-made-to-load-a-program-with-a;
840261;	202369;	14;	404;	Passing arguments to C# generic new() of templated type;	840299;	c#/.net/generics/new-operator/;	https://stackoverflow.com/questions/840261/passing-arguments-to-c-generic-new-of-templated-type;
135234;	264768;	17;	404;	Difference between ref and out parameters in .NET;	135257;	c#/.net/;	https://stackoverflow.com/questions/135234/difference-between-ref-and-out-parameters-in-net;
309333;	499693;	12;	403;	Enum String Name from Value;	309339;	c#/enums/;	https://stackoverflow.com/questions/309333/enum-string-name-from-value;
12337671;	248087;	5;	403;	Using async/await for multiple tasks;	12338717;	c#/.net/task-parallel-library/async-await/c#-5.0/;	https://stackoverflow.com/questions/12337671/using-async-await-for-multiple-tasks;
725348;	140622;	10;	403;	Plain Old CLR Object vs Data Transfer Object;	725365;	c#/.net/poco/dto/;	https://stackoverflow.com/questions/725348/plain-old-clr-object-vs-data-transfer-object;
31844058;	46793;	1;	402;	How to use the ternary operator inside an interpolated string?;	31844059;	c#/.net/ternary-operator/string-interpolation/c#-6.0/;	https://stackoverflow.com/questions/31844058/how-to-use-the-ternary-operator-inside-an-interpolated-string;
573872;	107133;	26;	402;	What is the best workaround for the WCF client `using` block issue?;	573925;	c#/vb.net/wcf/using/wcf-client/;	https://stackoverflow.com/questions/573872/what-is-the-best-workaround-for-the-wcf-client-using-block-issue;
1210295;	546965;	13;	401;	How can I add an item to a IEnumerable&ltT&gt collection?;	1210318;	c#/listienumerable/;	https://stackoverflow.com/questions/1210295/how-can-i-add-an-item-to-a-ienumerablet-collection;
2056948;	7769;	3;	401;	.NET JIT potential error?;	2057228;	c#/jit/;	https://stackoverflow.com/questions/2056948/net-jit-potential-error;
1324009;	369660;	7;	400;	.NET / C# - Convert char[] to string;	1324013;	c#/.net/arrays/string/char/;	https://stackoverflow.com/questions/1324009/net-c-convert-char-to-string;
2776673;	299711;	31;	399;	How do I truncate a .NET string?;	2776689;	c#/.net/string/truncate/;	https://stackoverflow.com/questions/2776673/how-do-i-truncate-a-net-string;
4209999;	419356;	12;	399;	An ASP.NET setting has been detected that does not apply in Integrated managed pipeline mode;	4210026;	c#/asp.net/iis/.net-4.0/iis-7.5/;	https://stackoverflow.com/questions/4209999/an-asp-net-setting-has-been-detected-that-does-not-apply-in-integrated-managed-p;
3813485;	178119;	7;	396;	Internal vs. Private Access Modifiers;	3813525;	c#/.net/private/access-modifiers/internal/;	https://stackoverflow.com/questions/3813485/internal-vs-private-access-modifiers;
10585478;	97121;	9;	395;	One DbContext per web request... why?;	10588594;	c#/asp.net/entity-framework/dependency-injection/dbcontext/;	https://stackoverflow.com/questions/10585478/one-dbcontext-per-web-request-why;
11775594;	273369;	6;	395;	How to secure an ASP.NET Web API;	null;	c#/asp.net-mvc/oauth/asp.net-web-api/;	https://stackoverflow.com/questions/11775594/how-to-secure-an-asp-net-web-api;
17632584;	456649;	13;	394;	How to get the unix timestamp in C#;	17632585;	c#/timestampunix-timestamp/;	https://stackoverflow.com/questions/17632584/how-to-get-the-unix-timestamp-in-c;
122641;	332261;	10;	394;	How can I decode HTML characters in C#?;	122658;	c#;	https://stackoverflow.com/questions/122641/how-can-i-decode-html-characters-in-c;
229554;	183362;	6;	394;	What&#39s the difference between Invoke() and BeginInvoke();	229558;	c#/.net/multithreading/invoke/begininvoke/;	https://stackoverflow.com/questions/229554/whats-the-difference-between-invoke-and-begininvoke;
944483;	309032;	4;	393;	How to get temporary folder for current user;	946017;	c#/.nettemporary-directory/;	https://stackoverflow.com/questions/944483/how-to-get-temporary-folder-for-current-user;
1641392;	154666;	7;	390;	The default for KeyValuePair;	1641405;	c#/key-value/;	https://stackoverflow.com/questions/1641392/the-default-for-keyvaluepair;
2030847;	486809;	11;	389;	Best way to read a large file into a byte array in C#?;	2030865;	c#/.net/bytearray/binary-data/;	https://stackoverflow.com/questions/2030847/best-way-to-read-a-large-file-into-a-byte-array-in-c;
169973;	216109;	15;	389;	When should I use a List vs a LinkedList;	12466884;	c#/.net/vb.net/data-structures/linked-list/;	https://stackoverflow.com/questions/169973/when-should-i-use-a-list-vs-a-linkedlist;
2650080;	441712;	5;	389;	How to get C# Enum description from value?;	2650090;	c#/enums/;	https://stackoverflow.com/questions/2650080/how-to-get-c-enum-description-from-value;
757684;	227297;	15;	388;	Enum &quotInheritance&quot;	757762;	c#/.netenums/;	https://stackoverflow.com/questions/757684/enum-inheritance;
5325797;	235526;	15;	387;	The entity cannot be constructed in a LINQ to Entities query;	5325861;	c#/entity-framework/;	https://stackoverflow.com/questions/5325797/the-entity-cannot-be-constructed-in-a-linq-to-entities-query;
996602;	121975;	3;	385;	Returning value that was passed into a method;	996624;	c#/mockingmoq/;	https://stackoverflow.com/questions/996602/returning-value-that-was-passed-into-a-method;
21288;	151690;	12;	385;	Which .NET Dependency Injection frameworks are worth looking into?;	21348;	c#/.net/dependency-injection/inversion-of-control/;	https://stackoverflow.com/questions/21288/which-net-dependency-injection-frameworks-are-worth-looking-into;
101265;	147243;	20;	385;	Why there is no ForEach extension method on IEnumerable?;	101313;	c#/.net/vb.net/extension-methods/;	https://stackoverflow.com/questions/101265/why-there-is-no-foreach-extension-method-on-ienumerable;
735350;	580014;	19;	384;	How to get a user&#39s client IP address in ASP.NET?;	735420;	c#/asp.net/client/ip-address/;	https://stackoverflow.com/questions/735350/how-to-get-a-users-client-ip-address-in-asp-net;
496096;	74153;	18;	384;	Casting vs using the &#39as&#39 keyword in the CLR;	496167;	c#/castingclr/;	https://stackoverflow.com/questions/496096/casting-vs-using-the-as-keyword-in-the-clr;
20065780;	23752;	7;	384;	Do zombies exist ... in .NET?;	20069043;	c#/.net/multithreading/load/zombie-process/;	https://stackoverflow.com/questions/20065780/do-zombies-exist-in-net;
268048;	76109;	20;	383;	Can I find out the return value before returning while debugging in Visual Studio?;	268052;	c#/visual-studiovisual-studio-debugging/;	https://stackoverflow.com/questions/268048/can-i-find-out-the-return-value-before-returning-while-debugging-in-visual-studi;
867485;	320326;	9;	382;	C# getting the path of %AppData%;	867493;	c#/.netpath/;	https://stackoverflow.com/questions/867485/c-getting-the-path-of-appdata;
4238345;	220369;	15;	382;	Asynchronously wait for Task&ltT&gt to complete with timeout;	11191070;	c#/.nettask-parallel-library/;	https://stackoverflow.com/questions/4238345/asynchronously-wait-for-taskt-to-complete-with-timeout;
38382971;	101429;	10;	382;	Predefined type &#39System.ValueTuple&#1802&#180 is not defined or imported;	38383064;	c#/visual-studio-2017c#-7.0/;	https://stackoverflow.com/questions/38382971/predefined-type-system-valuetuple%c2%b42%c2%b4-is-not-defined-or-imported;
21148209;	156977;	10;	380;	ASP.NET Identity - HttpContext has no extension method for GetOwinContext;	21148654;	c#/asp.net/asp.net-mvc/asp.net-identity/;	https://stackoverflow.com/questions/21148209/asp-net-identity-httpcontext-has-no-extension-method-for-getowincontext;
319973;	329100;	4;	380;	How to get first N elements of a list in C#?;	319976;	c#;	https://stackoverflow.com/questions/319973/how-to-get-first-n-elements-of-a-list-in-c;
20082221;	225005;	4;	380;	When to use Task.Delay, when to use Thread.Sleep?;	20084603;	c#/multithreadingtask-parallel-library/;	https://stackoverflow.com/questions/20082221/when-to-use-task-delay-when-to-use-thread-sleep;
965580;	208445;	1;	380;	C# generics syntax for multiple type parameter constraints;	965593;	c#/generics/;	https://stackoverflow.com/questions/965580/c-generics-syntax-for-multiple-type-parameter-constraints;
12028401;	169260;	7;	380;	Styles.Render in MVC4;	12028506;	c#/asp.net-mvc/razor/asp.net-mvc-4/;	https://stackoverflow.com/questions/12028401/styles-render-in-mvc4;
203863;	181729;	15;	379;	Missing XML comment for publicly visible type or member;	null;	c#/visual-studio/;	https://stackoverflow.com/questions/203863/missing-xml-comment-for-publicly-visible-type-or-member;
10732644;	502315;	11;	379;	Best practice to return errors in ASP.NET Web API;	10734690;	c#/restasp.net-web-api/;	https://stackoverflow.com/questions/10732644/best-practice-to-return-errors-in-asp-net-web-api;
1516876;	189470;	17;	379;	When to use in vs ref vs out;	1516890;	c#;	https://stackoverflow.com/questions/1516876/when-to-use-in-vs-ref-vs-out;
329355;	232172;	30;	379;	Cannot delete directory with Directory.Delete(path, true);	null;	c#/.net/exception/io/;	https://stackoverflow.com/questions/329355/cannot-delete-directory-with-directory-deletepath-true;
6536715;	666382;	18;	378;	Get connection string from App.config;	null;	c#/ado.net/exception-handling/connection-string/app-config/;	https://stackoverflow.com/questions/6536715/get-connection-string-from-app-config;
2521459;	233590;	9;	378;	What are the default access modifiers in C#?;	2521492;	c#/access-modifiers/;	https://stackoverflow.com/questions/2521459/what-are-the-default-access-modifiers-in-c;
898828;	175038;	13;	378;	Use of Finalize/Dispose method in C#;	898867;	c#/.net/idisposable/finalizer/;	https://stackoverflow.com/questions/898828/use-of-finalize-dispose-method-in-c;
8464677;	198962;	5;	378;	Why is JsonRequestBehavior needed?;	8464685;	c#/.net/asp.net-mvc/asp.net-mvc-3/security/;	https://stackoverflow.com/questions/8464677/why-is-jsonrequestbehavior-needed;
1395205;	259451;	20;	377;	Better way to check if a Path is a File or a Directory?;	1395226;	c#/.net/file/path/directory/;	https://stackoverflow.com/questions/1395205/better-way-to-check-if-a-path-is-a-file-or-a-directory;
257005;	582005;	15;	377;	How do you round a number to two decimal places in C#?;	null;	c#/decimal/rounding/bankers-rounding/;	https://stackoverflow.com/questions/257005/how-do-you-round-a-number-to-two-decimal-places-in-c;
241134;	37082;	61;	376;	What is the worst gotcha in C# or .NET?;	241194;	c#/.net/;	https://stackoverflow.com/questions/241134/what-is-the-worst-gotcha-in-c-or-net;
1331779;	354832;	25;	376;	Conversion of a datetime2 data type to a datetime data type results out-of-range value;	1331820;	c#/sql-server/entity-framework/datetime/orm/;	https://stackoverflow.com/questions/1331779/conversion-of-a-datetime2-data-type-to-a-datetime-data-type-results-out-of-range;
4130194;	207972;	8;	376;	What is the difference between task and thread?;	4130204;	c#/multithreading/c#-4.0/task-parallel-library/terminology/;	https://stackoverflow.com/questions/4130194/what-is-the-difference-between-task-and-thread;
229565;	105416;	8;	375;	What is a good pattern for using a Global Mutex in C#?;	229567;	c#/concurrencymutex/;	https://stackoverflow.com/questions/229565/what-is-a-good-pattern-for-using-a-global-mutex-in-c;
419019;	204536;	29;	374;	Split List into Sublists with LINQ;	419063;	c#/linqdata-structures/;	https://stackoverflow.com/questions/419019/split-list-into-sublists-with-linq;
11512821;	543875;	9;	374;	How to stop C# console applications from closing automatically?;	18794182;	c#/console-application/;	https://stackoverflow.com/questions/11512821/how-to-stop-c-console-applications-from-closing-automatically;
3927;	311538;	30;	374;	What Are Some Good .NET Profilers?;	100490;	c#/.net/profiling/profiler/;	https://stackoverflow.com/questions/3927/what-are-some-good-net-profilers;
1577822;	84495;	17;	374;	Passing a single item as IEnumerable&ltT&gt;	1577868;	c#/.net/generics/ienumerable/;	https://stackoverflow.com/questions/1577822/passing-a-single-item-as-ienumerablet;
2883576;	228488;	13;	373;	How do you convert epoch time in C#?;	2883645;	c#/timeepoch/;	https://stackoverflow.com/questions/2883576/how-do-you-convert-epoch-time-in-c;
2652460;	331681;	8;	371;	How to get the name of the current method from code;	2652481;	c#/introspection/;	https://stackoverflow.com/questions/2652460/how-to-get-the-name-of-the-current-method-from-code;
10822656;	223770;	7;	371;	Entity Framework - Include Multiple Levels of Properties;	10823103;	c#/entity-frameworkeager-loading/;	https://stackoverflow.com/questions/10822656/entity-framework-include-multiple-levels-of-properties;
2005367;	267944;	6;	370;	Getting full URL of action in ASP.NET MVC;	2005404;	c#/.net/asp.net-mvc/url-routing/;	https://stackoverflow.com/questions/2005367/getting-full-url-of-action-in-asp-net-mvc;
778952;	399536;	22;	369;	&quotThe Controls collection cannot be modified because the control contains code blocks&quot;	1176779;	c#/asp.netuser-controls/;	https://stackoverflow.com/questions/778952/the-controls-collection-cannot-be-modified-because-the-control-contains-code-bl;
3830228;	329643;	9;	367;	Is there a MessageBox equivalent in WPF?;	3830253;	c#/wpfmessagebox/;	https://stackoverflow.com/questions/3830228/is-there-a-messagebox-equivalent-in-wpf;
